#n,B00_1399662250,B01_1399662250,B02_1399662250,B03_1399662250,B04_1399662250,B05_1399662250,B06_1399662250,B07_1399662250,B08_1399662250,B09_1399662250,B10_1399662250,B11_1399662250,B12_1399662250,B13_1399662250,B14_1399662250,B15_1399662250,B16_1399662250,B17_1399662250,B18_1399662250,B19_1399662250,B20_1399662250,B21_1399662250,B22_1399662250,B23_1399662250,B24_1399662250,B25_1399662250,B26_1399662250,B27_1399662250,B28_1399662250,B29_1399662250,B30_1399662250,B31_1399662250,B32_1399662250,B33_1399662250,B34_1399662250,B35_1399662250,B36_1399662250,B37_1399662250,B38_1399662250,B39_1399662250
79,0.01467259039575974,,0.01627020630228151,0.014614709398081337,0.01777367402846645,0.016598196166610523,0.010316120207121393,0.013748744245665032,0.005273681632821387,0.010463033540471912,0.023070558100255028,0.01810381178039668,0.010133329115185634,0.10402804818928325,0.01650620799451341,0.008059750227657099,0.013131937126718852,0.015097562645890992,0.014476336083498494,0.010156349897272663,0.007180766119934678,0.006253012841385085,0.002103353993690477,0.01381016048281176,0.012891770779406498,0.012347861978552642,0.00655786938383102,0.00058130185083106,0.00486033272098937,0.004835990755361222,0.009534577695575861,0.0049576478486195105,0.011155313144129127,0.028252505109034636,0.0005642587516478803,0.004662696451202437,0.0040418236310718475,0.0022171085849403845,0.00837876161863961,0.024253521814175186
80,0.010572437368506717,,0.004092877554225558,0.007513067876735984,0.007158145809235374,0.029060869520681133,0.004602923523580101,0.018754343568749592,0.00325045364438638,0.0033999509614301157,0.0075151771841497446,0.012312627345458706,0.018897325286701093,0.01181033285544963,0.018046695926976927,0.005997754127208578,0.005133673753872553,0.005938125693564257,0.0069032151491823955,0.012770755841716018,0.007910795824857809,0.005922652446426154,0.004501100477462496,0.006591108075359377,0.01016771595370548,0.01054582482362344,0.010239929284375735,0.005494934771346516,0.007095148414270096,0.00875113547275162,0.010185463998034753,0.012588141147000149,0.004345172718792114,0.006996785513014126,0.004790082074099592,0.007717597291996946,0.007646315845554747,0.009857897841836466,0.01038617171660911,0.05570024886746859
81,0.008216353931208285,,0.003989629202501792,0.008523376989484114,0.008525510620253147,0.023302961523028593,0.0025698516943219035,0.01904437176387214,0.0054997891000642405,0.004287714703772288,0.006285600127763522,0.009968652182422925,0.019036425559278956,0.010545167155314028,0.01670800011998124,0.003015137831703427,0.004316565251392,0.006383093716121974,0.007652193419888358,0.016708169726938074,0.006014650334808776,0.00445742250200341,0.002632453857742672,0.006522641699896001,0.00930247597425398,0.010926377891186482,0.009537545784535422,0.004124894327965573,0.008047099882810518,0.007303372737838137,0.010394942592907607,0.011095539292507624,0.003908620781938011,0.005177679881977609,0.006142158142520798,0.00834517694645349,0.006856038359318598,0.008803337654960148,0.006901444407396516,0.0573965102968309
82,0.007060953158250927,,0.0036127210430746026,0.00862861612592316,0.009061054136464047,0.017271920246763748,0.0010978249891490544,0.019233199506854762,0.009278603212888228,0.005242403438631599,0.006164937555151827,0.008240702840579976,0.019267226103737916,0.011370590990086289,0.017440347155080756,0.00077516385658033,0.004190788005216569,0.007319768576024177,0.008657854667435027,0.02077754286828707,0.004230378461152666,0.003879731980325737,0.0032421067972031132,0.006804366166545821,0.00821872144202891,0.01068203753357204,0.00824038692563751,0.0030374856252213607,0.008380885006258668,0.005749245801159725,0.009920328496391316,0.008901965366056646,0.005800482137501363,0.003931107811857372,0.006536267677262853,0.0077797968077679336,0.005067523695623611,0.0071775206562238025,0.004713785261453847,0.06334619243697358
83,0.006915420017129669,,0.003134192354463236,0.007568158704034018,0.008522366652163629,0.011240075392560982,0.0011143091684527998,0.019217206367717884,0.013892459203597468,0.005206006515580544,0.006263431150272872,0.007050021529727479,0.019615644494511746,0.015713017578035185,0.01751811670615157,0.0010226805357914951,0.004266377651502351,0.007567262741835682,0.009170763594679266,0.02542574205937272,0.0018378618218829125,0.005116317309859742,0.004947118424318576,0.006776582748699627,0.006822959739376076,0.009621140907636338,0.0064202817847113045,0.0018493738053068079,0.008001450649787394,0.0034674073980363383,0.008949854336145157,0.006053323040531057,0.009690127517209199,0.004558953097153468,0.005741702871182635,0.0055558159996970564,0.003401605826649264,0.006769128485070891,0.006585877667744132,0.07190036316582446
84,0.006985608808750493,,0.00482287533197603,0.006260924923586281,0.006862046500261662,0.006095733986098845,0.0016731621166480243,0.01890183642751117,0.019412057944666446,0.004901742185398978,0.006036842130266377,0.005777768002336389,0.019569058909390875,0.023219906355590892,0.017528158906337493,0.0028726616313590283,0.004936246942440699,0.006799422102077038,0.008631908940423212,0.031143333106739526,0.0012611755874725157,0.008250104249336976,0.005535660918342714,0.00613860579767893,0.004950031618280806,0.0081886592808314,0.004208013693798147,0.0010300346071919152,0.007704964125241433,0.001489303903774387,0.008892580093117263,0.005338923974640956,0.014263454322034868,0.007374435838737569,0.0030376421983773676,0.004638437555576981,0.006023886644177217,0.010545538086198004,0.012069583952404527,0.07932723485706708
85,0.0066473077716359295,,0.009686944403454682,0.00799488706733149,0.005165950778004028,0.0066249849436855884,0.0015631657229995518,0.018044761074628195,0.02592547097808419,0.006189538641802252,0.0055189062019073915,0.0038107947705266518,0.01938473155394777,0.032804424131594755,0.01861833901071296,0.005659505638270632,0.007004668387081483,0.0048861432086015535,0.0071934663379801395,0.03737906927308805,0.0046622957911920705,0.012682197240396213,0.005124187391358163,0.0051437853481621975,0.0023859901461179564,0.006418643651363769,0.0012464196025305536,0.005505255344593563,0.008914004133179452,0.005954666686216572,0.01160802746052908,0.009248740784049414,0.01972588439048199,0.01169359415981656,0.0031462436205841326,0.009283787354078844,0.012288693247332332,0.017544883534709448,0.019174694612723798,0.08677943381595823
86,0.00566555287008233,,0.016836451147647393,0.014024100521073727,0.008006657961773144,0.012450579598143746,0.001629518129698386,0.016518941335941974,0.033649662166235425,0.009899878135288072,0.006357337210532228,0.0015328879511112862,0.019123169592228692,0.04352833411670449,0.020404668100684625,0.009390847854946874,0.011291784923277473,0.0030379915159478186,0.006200584559230513,0.04459906904700475,0.008138389167198787,0.01849419158676819,0.004262548981882513,0.005990527599105443,0.0035156701832304432,0.005532526478738652,0.0020717202198950457,0.011160954738522418,0.013842053540641847,0.012424197701228813,0.017256053457568088,0.01604497843503179,0.026030774362031342,0.016930362876642933,0.009743762475422954,0.01695953047293763,0.02244371974448097,0.02619978408585588,0.02794339076857633,0.09406168903749718
87,0.004097673188363436,,0.02539475828132532,0.022699937063999167,0.015076034266796098,0.019734251882613962,0.0028445480127052393,0.014199776707900694,0.04281325851826211,0.015629017320190737,0.009752363816343926,0.0039630401506331285,0.01905427722055198,0.05438971019586554,0.023214206376839543,0.014933241854361911,0.017394868538340217,0.006703910678662722,0.008229321962646557,0.0521155687633512,0.012095431089681948,0.025392385518559768,0.003569499401715202,0.010085199351540237,0.008583784293420776,0.0089569653773301,0.00631353009183281,0.018766568350190107,0.021654527555500253,0.020361281276620822,0.02522457344340491,0.024600458756852444,0.03313735336365955,0.023202184327286487,0.01889166425214316,0.02699818445002705,0.033906687840576176,0.03619370064776206,0.038105052051488064,0.10145510179049458
88,0.004187311091142322,,0.03514606695504746,0.03340200469113434,0.024411204434612283,0.027917736630105185,0.005770720184981192,0.010992942041462818,0.052643739712587574,0.022870399578743424,0.015761313474700667,0.009486735604142335,0.020374050091857818,0.06706174701479227,0.026789157511127298,0.021340043048247843,0.02495389136212206,0.013530179224488069,0.014692754161773642,0.0608851677907999,0.016981728400326843,0.032847486055379384,0.006812475571988755,0.01695307888848342,0.01498945849655255,0.014536021294601588,0.011820076878314729,0.027702541333388973,0.03188770162594929,0.029064077437785298,0.03687811750803883,0.034164629648400446,0.04011172156609192,0.031148608501979664,0.02973204907868275,0.03915602943262045,0.04652715437971239,0.04912602806445634,0.048864698132455836,0.10927280484928842
89,0.008583101110017761,,0.04596036328341669,0.04572542521161846,0.03527671602284184,0.036729004654445764,0.010010289097328328,0.007401892570071911,0.06182521678690734,0.03078408643537479,0.0231182235301334,0.016800212943553182,0.023683017875878905,0.08037662326364256,0.031076384168115555,0.028540035350042785,0.033084336894535625,0.022539536123078446,0.023068465483617864,0.07037871622226834,0.021951152837960827,0.04087226789210077,0.012925381955954472,0.02444500668304349,0.022480963071896877,0.02131523149958455,0.017922976534118274,0.0369549055811719,0.043189824687095396,0.04006113127996693,0.04786881021694772,0.044173540747456455,0.04681147489277126,0.04039382254512901,0.0418302816876678,0.05315270353370084,0.06107224090366255,0.0629908812458849,0.05988100662978213,0.11683750049293262
90,0.014989823319780462,,0.05742969121766959,0.05864251590317369,0.04777482187222407,0.04616301533119047,0.015036269240958227,0.004875466896718819,0.07149909207266669,0.03925379262140434,0.031502648700159334,0.024941490110631716,0.029509871273008133,0.09237381775838734,0.03651126332188824,0.036696557004777544,0.04220827373692781,0.032450428864430406,0.03272564091386168,0.07896049129123259,0.027500171645408862,0.05036625176137737,0.020105190756822218,0.03327664716082151,0.0310930684869262,0.02947696508341114,0.024559409571527663,0.04869624020335822,0.0550552712061853,0.05370440235220218,0.0606309916249458,0.05319671441943417,0.05434448477033387,0.05140687962952672,0.05495867069444148,0.06915729517886512,0.07645573202360965,0.07715715837735958,0.07110967623784376,0.12447831529872225
91,0.022683572264904747,,0.06905757715762281,0.07181555911223068,0.06119643550835307,0.056103945724408424,0.02109274515978629,0.007979520009093603,0.0809620362078487,0.04883234414122258,0.04045265158178377,0.03340870559904409,0.03766865580603557,0.10388648300631731,0.04251565127694067,0.04491129622481824,0.05170312483263822,0.04291912833146818,0.04323766926198226,0.08796246731758166,0.033102598132688635,0.05836233707901682,0.026891466552921517,0.043926072334282064,0.040241555987609486,0.038659461732500545,0.030542749038671678,0.061329938094658275,0.06720872286581825,0.06792859513853776,0.0749722843489197,0.06506580843194176,0.06181061023026554,0.0627564145090009,0.06968293082101139,0.0853237107230368,0.09115350852744411,0.09119406833795364,0.08233191388050495,0.13230290741449424
92,0.03175636520354284,,0.08026927864770239,0.08434852022088428,0.07411196627244702,0.06590102286506186,0.027937199712903343,0.014757346515304467,0.089841817688822,0.0577855838541511,0.049383360509194105,0.042825131156025334,0.04786593985849983,0.11462280629400881,0.04885969434338557,0.054172675532962865,0.06154255410964901,0.054048261819952564,0.05496539753116224,0.09641552601458254,0.038264126736308315,0.0643002711449317,0.03545385122951179,0.05404395641515924,0.048960289062752516,0.04878851424087797,0.03761270511142878,0.0750948917641463,0.08073694831348958,0.08010384447081711,0.08969490786453574,0.07871245149344344,0.0704870296743153,0.07255318386089399,0.08528575344102883,0.10244524517422139,0.10803895168349377,0.1050393074010226,0.09372074133151309,0.1386905967368936
93,0.04161433821232471,,0.08941093155369584,0.09508624846293585,0.08647443240167152,0.07607194242799659,0.03487703852635388,0.022608556686828974,0.0969340831198072,0.06552430921148253,0.058303402712007846,0.05221700908356787,0.05959287542738769,0.1238971537806777,0.05541113653874025,0.06312199362891395,0.07114649591184864,0.06523672011641034,0.0671645226786895,0.10489563679037264,0.04377756810715985,0.07218735265783298,0.044527659050434945,0.06250813498401893,0.059187755366225385,0.05936060499848739,0.04373526254480417,0.08626534830765265,0.09432866464318,0.09314670682778933,0.1004865752488729,0.09055592547194669,0.07849197215512599,0.08105376893559042,0.10026779430514403,0.11867861852360156,0.12440595033755039,0.11769107350819241,0.10533345444071929,0.14368203200066365
94,0.048765088045067045,,0.09695793835818226,0.1043501023419753,0.09810012624459552,0.086177816917554,0.04164871587971365,0.030981583308430385,0.10253294418615697,0.07199196600238277,0.06684187892090965,0.06118905706482841,0.07136353698423234,0.1304220417643568,0.062260639473060646,0.07010642962837368,0.0794717042656997,0.07597941450521785,0.07950680878023934,0.11161731528003761,0.049066683836822264,0.07946357683984374,0.053280335233877256,0.07244415208784453,0.06964095449126793,0.0675720091418364,0.051056446247195755,0.09681758861200103,0.10929704717620142,0.10599987705686022,0.1115528508896473,0.10108940199879976,0.08590831452304007,0.091025967718396,0.11545426073959465,0.1311706283823556,0.14001803962594134,0.13026179812883384,0.11644765076435204,0.1479819678536241
95,0.055429936010242056,,0.10321667390234048,0.11273525554353515,0.10783474607453533,0.09531181282902401,0.04823837448081401,0.0398202237727521,0.1067075331268171,0.07793912790285966,0.07437575069590552,0.06866984724052934,0.0832684197436756,0.1353423682972122,0.06965949432444805,0.07624833555370952,0.08633130157954069,0.08458348394222165,0.09071930999632487,0.11539973168753531,0.05487723888719916,0.084303910592877,0.060918690018295,0.08004147372875033,0.0779977640422647,0.07523074609042109,0.058367070457899635,0.10629126534199271,0.11721788497403425,0.11570554068861699,0.12317316659201885,0.10979915399215485,0.09290173139835237,0.10013886489285215,0.12940140613184714,0.14319381258228145,0.1542736473786385,0.14111310003502248,0.12502758848351667,0.1521498161028622
96,0.062338653215550315,,0.10759408371095741,0.11844200282385466,0.11564830242447069,0.10305748989834099,0.054234697442966676,0.048944144658251344,0.10780813550191383,0.08191384365612336,0.08039889566215963,0.07542652151938198,0.0976497627875885,0.13858480969962855,0.0770671402875261,0.08163676341478221,0.09069660616966493,0.0910157009269309,0.09881333347533118,0.11798919638337534,0.0590620859131462,0.08812197500821735,0.0673828898836727,0.08630262333676318,0.08412674555805023,0.08204213644643388,0.062222173414518994,0.11255758535398042,0.12523173410876368,0.12485240003210127,0.13186100042999827,0.1162222690066923,0.09934407319555125,0.10942502433325993,0.14019498387666285,0.15543202366274012,0.1639112498761602,0.1504089023429408,0.13119788951768166,0.15481898477345113
97,0.06836098184709959,,0.10957678730812694,0.12033984056441853,0.12106832122728986,0.10935614349885323,0.05954632012667918,0.05738860150621297,0.10699977428292216,0.08300586243453853,0.0840537695654343,0.0810654849899192,0.10935176731943994,0.1383311890246663,0.08205388548186726,0.08571439112896877,0.09480074734761658,0.09648965993600898,0.105983786074313,0.11892378880604584,0.06382777233447014,0.08985925694153123,0.073095442623598,0.09047519095524663,0.08992398666811449,0.08508916260575657,0.0664653011424626,0.1220012584761618,0.1320607756508489,0.1321294570465881,0.13855154350564386,0.1232738844807929,0.1050377753573491,0.11729998191418475,0.1487549695201308,0.16543422549473213,0.17019161928979318,0.15785560352068073,0.13578168862413353,0.157068714348258
98,0.07185706273083933,,0.10930131178797847,0.12038585540173485,0.12318357514875324,0.11369819389508566,0.06394562166339825,0.06466386098501047,0.10571836362882465,0.08397196246969152,0.08658081577788201,0.08398026092894206,0.11946862036109161,0.13632031522641735,0.08570821685738342,0.0874559090044652,0.09730108956434098,0.09987345079157747,0.11238009317622366,0.1172611143798337,0.06746872571072136,0.09176258325824588,0.07794760595246614,0.09211451851519288,0.09043670008935255,0.0859871921504696,0.07003525810574279,0.12620995276728955,0.13576865901185742,0.13624186906643587,0.14310079955218538,0.12592053831395647,0.10928671236012512,0.12252536288331976,0.1565220752415652,0.1708804564794698,0.17414053751406167,0.16116041675449277,0.14004018225292475,0.15865674501321494
99,0.07348997125132035,,0.10688763664164311,0.1176985202529922,0.1224265645235141,0.11547212036317912,0.06660575765317163,0.07041876685249775,0.10221237853582028,0.08175641838328264,0.0858066788047236,0.08579568653625101,0.1270487503353978,0.13084461170464642,0.08914404677738091,0.08818948832765629,0.09724543657154551,0.09993076847991217,0.11466055228135359,0.1165952509211593,0.06808209534010519,0.09223272309043133,0.08080406195849991,0.09386248046640783,0.09088866538400253,0.0881110244782171,0.07380168935659606,0.13012381267999498,0.13379079716386366,0.13725535230838704,0.14197308748004167,0.128840426468659,0.11424413086990601,0.12609531048024314,0.16022857816035727,0.17306676659664527,0.17627808443486123,0.1616234763538969,0.1424496325029942,0.15762591905557644
100,0.07415728752679078,,0.10219643186587393,0.11196795358237366,0.11936671222769707,0.11476773652463604,0.06739715829717191,0.0749408283774494,0.09762605868491396,0.07719280967943859,0.08215933838967002,0.08520996925830542,0.13157521291250168,0.1236821939308552,0.0919554247535751,0.08484144435230584,0.09467595200626922,0.0995718443806812,0.11457236153887651,0.11303280538806958,0.06637663132721885,0.09005202163735565,0.08452731094832595,0.09204378053540063,0.09091677186447707,0.08746553505936788,0.07481341311371867,0.13042298546914283,0.13148869162018526,0.1346649744797221,0.13989831025387267,0.12907326756822513,0.11594591235783808,0.12732887278218996,0.16248039273311415,0.17306814285261865,0.1755558066772046,0.15872694348707447,0.14227825539447173,0.15285198045868506
101,0.0717586272745156,,0.09582245669983652,0.10423652044297854,0.11349802520442306,0.11198893747669082,0.06631056026863108,0.0777384091816404,0.0918354377700604,0.07146132106514211,0.07942539283196863,0.08154803187780915,0.1344522073720759,0.11550899771522691,0.09321252954501494,0.08189379221551518,0.08888312929776762,0.09541765478461799,0.11158181124573813,0.10652401946752087,0.06414078192497248,0.08555511431284177,0.08403033688128117,0.0875297207154721,0.0869365326610687,0.0836596472767023,0.07174775575204402,0.12710607335558838,0.12921486982086716,0.12954416803360572,0.13518180926856332,0.12433478504981442,0.11340120408021974,0.12698643051499042,0.16162736576273076,0.16778759442889715,0.1712673736546583,0.15195284493842837,0.13820827213902703,0.14511197562112024
102,0.06662965044470935,,0.08736683466550638,0.09460589020697888,0.10504244874180098,0.1065393655054219,0.06390114428353252,0.07823796730774511,0.08323207310418164,0.06444220375048762,0.07325968399331775,0.07574187876415911,0.13501326270367853,0.10655400146401224,0.09231427447977841,0.0765697070661008,0.08127426985814798,0.08944569724780105,0.10558981752327343,0.0965399586339592,0.06073463016375522,0.08106308185467967,0.07941307407646396,0.0807627142161425,0.08087000485802287,0.07964892811810444,0.06650550112704973,0.12214544709120491,0.12090077412978291,0.12199782253143575,0.12643426876321778,0.11530370180481375,0.11350790818431358,0.1266830230820739,0.15804214949620624,0.16050690720487643,0.16400431991748826,0.14281995170944722,0.13093600508617934,0.13806436877071626
103,0.061099608728716504,,0.07827217366078551,0.08340870156241953,0.0943727413044311,0.09861457611101569,0.06009287856429403,0.07669786332448082,0.07470509270783138,0.05672363887947787,0.06574673302890424,0.06832619390958392,0.13362917296696836,0.09611950931059561,0.08908342718711278,0.06912680212069192,0.07373078206644013,0.08121639865877606,0.09675942423406532,0.08598670084899337,0.05626150210344601,0.07573540206154837,0.07635406457775536,0.07344714149559489,0.07488180094457507,0.07438896254463388,0.06217788988695673,0.11629309429204115,0.11231642597640251,0.11302929882758218,0.11531689248183655,0.10607375016923956,0.10896005467239223,0.12532490021471124,0.15279249422573848,0.1506406011434134,0.15370344117661178,0.13230361244959815,0.12082132360619151,0.13012831243665696
104,0.05544871966271757,,0.06887937951886519,0.07153100364424436,0.08240673732498116,0.08928734599363715,0.055070317901433886,0.07312855087992919,0.06565678284049568,0.049072861235561226,0.056687179781032576,0.05973669177465656,0.12816785582648524,0.08480831570382187,0.08303202709784117,0.06166045430768144,0.06570474916239966,0.07161411391826776,0.08738827782095905,0.07582503534681093,0.05075999721078086,0.07040437063197039,0.06946412271711556,0.0661630390388641,0.06410236889259531,0.0668292455561051,0.05829633422436923,0.10882805045904986,0.10365918683895164,0.10309808336963973,0.1040523780067335,0.09739709755414454,0.10158682619111448,0.12252087119376508,0.14401726450737812,0.13882529709186078,0.14149127228721756,0.12036290142634581,0.10914960954297742,0.121322396072531
105,0.04821990077333782,,0.05864073458956037,0.059261664956789584,0.06989408774980627,0.07824584635851572,0.04901676575744299,0.06785344826675391,0.05611797564472926,0.039945529735525766,0.04770262008167252,0.05074962989694027,0.1213311472111792,0.07435990982702792,0.07683781446407924,0.05346481604089851,0.05587912766709686,0.06099205737278535,0.07682916199148503,0.06531395832226733,0.04459060545130085,0.06406939133453435,0.06123023758801355,0.05784973555948582,0.055863966144207494,0.05659171199308006,0.05185293661066166,0.09820314778827932,0.09297598584932114,0.09218718979587255,0.08870357904255163,0.08833148473573968,0.09437443789499787,0.11905769148360665,0.13386421257276407,0.12503553328444147,0.12676795043193995,0.10556235029404018,0.09731175015674846,0.1106007739224771
106,0.03976231113302727,,0.04827243803436202,0.047147294840613786,0.05720515591895611,0.0664521783587059,0.04222906202810983,0.061162546197986375,0.047500079099598254,0.03164411841128109,0.0386886238310913,0.041184065290173016,0.11342201529621153,0.06359883301445039,0.06844255816841524,0.045459285632391364,0.04581206210987429,0.04954633635445334,0.06512637521567732,0.0531593255871905,0.038371557242882465,0.05792031111100145,0.05362874568927827,0.04775848928625457,0.04565435509776067,0.04568297401348065,0.042708775394000496,0.08857690299489882,0.08117728218567488,0.0787731669159205,0.07371014208751596,0.07655073613986355,0.08637156269258087,0.11320896947616357,0.12256010201224336,0.108915420690402,0.1116259125677324,0.08855761349553229,0.08392340917938496,0.09860512145029643
107,0.031107664705238524,,0.03864003627491232,0.035857466016666395,0.04459031828654375,0.0546616450206635,0.03528758688937792,0.052881795682366214,0.039260999447047945,0.024023620564693107,0.029414442846070116,0.031189533007364312,0.10297774014413497,0.052851050434820704,0.058159026039791034,0.03703804208501027,0.036319653660693105,0.03819376377997582,0.052171123836327674,0.041166015806561256,0.03049686055758253,0.05221818779386891,0.04645834943395825,0.0373888586636825,0.034731102850389,0.03720964057677275,0.033711352853411584,0.07847038311170641,0.06746679831071177,0.06371813253917362,0.05948483698256006,0.06165174649949989,0.07606242380059633,0.10655568723527568,0.10963200219772087,0.0942643049258982,0.09549201278018718,0.07203519150798644,0.07148529236941918,0.08565424219924012
108,0.022902155789444805,,0.030050212343886915,0.025819430961807797,0.03252071898539985,0.043135924204969714,0.028282421646410132,0.043608352990748514,0.03200211795858315,0.016959819707915366,0.021956970585742565,0.02208615828073823,0.09104699036915835,0.04266682605998739,0.04769111569174976,0.03016226781649292,0.028093186226279848,0.027639857221188866,0.04025763852129946,0.029602052579953228,0.023598622337682364,0.046506485902985666,0.03858342852162077,0.028081613829329926,0.025861841930970773,0.027230963644409984,0.025966631816415217,0.0678712085665902,0.054862311399187715,0.050239178757155396,0.04629988766119634,0.04767335656621028,0.0657039863617924,0.10225481926548924,0.09747477455122486,0.07868090556891844,0.07930180859616548,0.05719014358871188,0.05861794843621736,0.07133535556013736
109,0.015023089338301269,,0.0223848278690906,0.016678612974286494,0.021739714864555525,0.03213976743065658,0.021902502665822554,0.03408879402809357,0.025906133486884107,0.010859661866051182,0.015001071556347077,0.01434278932004462,0.07874344858288397,0.033181134281850246,0.03678094720702134,0.023702721421351606,0.02071147143998997,0.018698833939936283,0.02925263246889901,0.019925176378196473,0.016374591559981305,0.041710621991407446,0.03030690568067119,0.021291217573549445,0.017495795619686134,0.019109274903628695,0.0183997499251261,0.05768937547640831,0.04237345416955944,0.03900597390367429,0.03464743184183157,0.03885533921607424,0.055499359247323514,0.09468479505397212,0.08431304199907436,0.06343544295639768,0.06373054820133905,0.04304979055529066,0.04516819414036907,0.0570049435032197
110,0.00885350929784553,,0.01596682564001641,0.009618678809588332,0.012735633580764167,0.022472169416523798,0.0172436575660963,0.02479464947459294,0.020583498064586057,0.005980998405063598,0.00955676574172409,0.008131845623366706,0.06594911184968277,0.02525370689298274,0.02600925666638064,0.017853461765245816,0.014899400611816507,0.011684425861998561,0.020203051244360448,0.01143130262577068,0.01020496867386561,0.03642273758570266,0.023457971909798432,0.015338122336191638,0.010275330197387935,0.012834467638552055,0.011337893873047372,0.04741920027472653,0.03149210472692876,0.027328698713835187,0.02354551076817844,0.024890961955790793,0.04621985897693137,0.08720321575657486,0.06999475763945998,0.050874903047369406,0.04843092890955866,0.031211873555210465,0.031445945695896795,0.044340801652938445
111,0.004912997629659273,,0.010743654906839345,0.005177489735263467,0.006480129435494054,0.014637927178246584,0.014737036711934484,0.01622873636979553,0.016116632697316724,0.002834878176161761,0.005297499183231524,0.00453497021051048,0.05372800511588434,0.021014381469035268,0.015408626012047502,0.012684094304613572,0.009754463054245818,0.006366865176371696,0.012332242777304854,0.0051513098349944214,0.006367384304890115,0.030250221499940392,0.01638173980905443,0.00978844537040604,0.005888497247558423,0.00818588910620957,0.004682863018734457,0.03895312292606403,0.02184728566236578,0.018061893921067405,0.014081280158672715,0.013906352621329497,0.036852625099234836,0.08057394494747563,0.05709341422495657,0.03902131489983436,0.0340012213591231,0.020801595746826267,0.019563853811452092,0.031787247689415724
112,0.004096660937698743,,0.006623946658060148,0.004002950134941488,0.004266135400879339,0.008920709860614813,0.014173082921443054,0.009216559205345047,0.012368003387476529,0.0018115561152097733,0.0025314128148982806,0.004491330232772899,0.04210220324063258,0.024277965292896116,0.005614268320532979,0.008372428685045431,0.005816456993922508,0.004286841831969663,0.006870227976655064,0.002729878603659563,0.006997238328567306,0.02549240903550967,0.010797314364141344,0.00598483345433944,0.004979382193458292,0.006289933815547534,0.003402543309092938,0.030959835665994483,0.013368338176995778,0.009142976603219742,0.007392644813437829,0.007003872993667022,0.026028156044255398,0.07374299291838436,0.04626839956036376,0.027270327596578544,0.021612205325853756,0.011608770930039255,0.011572246644767293,0.019274508394986158
113,0.005026921997460117,,0.003952676459322001,0.004716627388869238,0.005119130062169258,0.0063125717117326965,0.014029424117697394,0.0053356164821235195,0.009230667969419206,0.0028554017255535908,0.002368679159433909,0.005436874339703252,0.031875210671221316,0.033213227937792494,0.002943891825783484,0.005137552922432736,0.0033983163857189917,0.004813978333774339,0.004893696964973357,0.005207747824666004,0.009264006022974329,0.021771123824049016,0.006451348412458181,0.004218791978712741,0.005956807274936638,0.006315046094854671,0.006926736619753706,0.024075716005660594,0.00931447413976949,0.003275416924614079,0.005241952272535914,0.005071918466878633,0.01673541573517023,0.06724269931316934,0.03662284955877819,0.017203349549508536,0.012746768507766609,0.0045477192379023736,0.008075442640032673,0.008973968879491685
114,0.005247979492436843,,0.003263401491010616,0.004976229036378737,0.0055842337351020965,0.00611957383004448,0.013936984132121664,0.006196141775183594,0.006873866218021315,0.0030266798500751383,0.003865585271972034,0.00568050831595479,0.022887042519172736,0.04411848127195682,0.010297232440668576,0.0028759164843047444,0.0016939891299857287,0.005448652711687692,0.004522737832902941,0.007114137789492921,0.011137943325549876,0.018498741324342625,0.0032006164249459095,0.003686982743302795,0.006354076298192813,0.006949485110747021,0.009772796928140605,0.017442077649294327,0.005534830365067876,0.003620301941039556,0.0056173072380781295,0.007599460021406241,0.011543680626351917,0.0605385794540092,0.02831674810363093,0.010120921468998137,0.006569794556498362,0.005094431797604529,0.008276540694244428,0.00859053072804774
115,0.004593104303221031,,0.004342302914533697,0.0043769430531064545,0.0050375071609036785,0.006577410837578728,0.013411640910636072,0.008151497647446911,0.005273520089128871,0.002588404815739192,0.005952176405155959,0.005285643191793076,0.01437848169273523,0.055556613412680644,0.01584564525354596,0.0018867194767297265,0.0004694143759473983,0.005208862697055393,0.004332969192793248,0.0072712394075721875,0.01202946669511469,0.016182195880806653,0.0014196294343683921,0.0035411684623761156,0.005922458224202376,0.0066197822807784554,0.011115677452313327,0.011762862509445044,0.004650583176277599,0.005993078459706952,0.005461052809502773,0.00978146607625699,0.009538670818729958,0.05459591400792477,0.02051434691520615,0.005224096343082446,0.004119520001177714,0.007995544406621754,0.010341279961938756,0.014225028953507298
116,0.0031497690925169457,,0.006112985538054674,0.0039158327062380986,0.004460663655044766,0.006965092041894193,0.012228181443979625,0.009019113974267893,0.004003056109497714,0.002226692586001821,0.008673381316617861,0.005070817806643455,0.008461013779870328,0.0669936740688567,0.019707912060218314,0.0023015540987198044,0.0025158645505829126,0.004611686313575313,0.003574960330016379,0.006522947821045155,0.011911504819864006,0.014317684280360822,0.0018779690054911494,0.004159569666076685,0.00488851717376955,0.005437911145318212,0.010754428821768967,0.008512201834924647,0.005380619133725136,0.007338798135783648,0.004039463260473943,0.010709463856677566,0.010246699569276428,0.04954401885339775,0.013460168698026692,0.0037070525820781563,0.004957042210294406,0.008663869122713127,0.01228152493963714,0.01952036701266722
