#n,B00_1399662250,B01_1399662250,B02_1399662250,B03_1399662250,B04_1399662250,B05_1399662250,B06_1399662250,B07_1399662250,B08_1399662250,B09_1399662250,B10_1399662250,B11_1399662250,B12_1399662250,B13_1399662250,B14_1399662250,B15_1399662250,B16_1399662250,B17_1399662250,B18_1399662250,B19_1399662250,B20_1399662250,B21_1399662250,B22_1399662250,B23_1399662250,B24_1399662250,B25_1399662250,B26_1399662250,B27_1399662250,B28_1399662250,B29_1399662250,B30_1399662250,B31_1399662250,B32_1399662250,B33_1399662250,B34_1399662250,B35_1399662250,B36_1399662250,B37_1399662250,B38_1399662250,B39_1399662250
631,0.31525800749029365,,0.33242745723275935,0.2884804626728281,0.2919223637411729,0.31769530424042736,0.3328031031058654,0.4283038006309921,0.39744121397828047,0.2767677670542102,0.26788154950575027,0.2871527354393061,0.4371667118238996,0.2885114309175291,0.5203786265253586,0.3570631683175864,0.29557303703198834,0.2941338058826424,0.34045348402796594,0.33903524806222435,0.42835171807785133,0.4070477604214053,0.3575877961168914,0.2779011447634815,0.2922711307114556,0.3049945922941281,0.390109150433552,0.3771873522634331,0.3138569240619679,0.31463479986998744,0.3099351617246413,0.34711803409356246,0.5655536287413743,0.4225985902765949,0.36921790316891506,0.29725444523679884,0.2872857282596503,0.3077690239976936,0.35871039657129816,0.5879342766301117
632,0.2566190964339531,,0.28360128125309353,0.2364813037858469,0.2350908700785596,0.2581668375501599,0.27632945507569356,0.36496116211068846,0.35355029737664756,0.22998907150363818,0.21613936495992167,0.23118974967868677,0.37367750106204856,0.2310033748069926,0.4558396479161246,0.3088667887475968,0.24439674210683932,0.24001522630034888,0.27879152312486466,0.27877383664264377,0.36531611400086195,0.3642630007171307,0.304559044894309,0.22538169440288783,0.23341812089024136,0.24577032350845737,0.3281282710677481,0.3257128964469336,0.2577740437753782,0.25572989820380426,0.24956173619036623,0.28811213292862486,0.5056077696027107,0.38217584243664066,0.3150032335526384,0.24574085177009847,0.23324800317253483,0.24896617890120668,0.3003747234646096,0.5238169128811292
633,0.20526894260423756,,0.23952693750256585,0.19052537440747788,0.18499210397587773,0.20474684781738456,0.2244020682784762,0.3037886919517985,0.31255293462522754,0.18759166902456234,0.17043475109337491,0.18192833410778558,0.3133014956083724,0.17974972701314484,0.3918222137127323,0.2634772972537147,0.19804721478368098,0.18931681814396445,0.22313005060977104,0.22420680664408704,0.30525884585685686,0.3248447465408329,0.2548513858282085,0.18088071621280136,0.18343198053068466,0.19447231041045668,0.27222082855854046,0.2811252738500488,0.2087450023568672,0.20449024089683998,0.19195186889181315,0.2320381406067534,0.4454801737338618,0.34468877007261345,0.2663600660896377,0.19798406631933974,0.18334846118773276,0.20021613493785878,0.24570753575268092,0.4565083873714686
634,0.15906924369227596,,0.20012682055419279,0.14985314241601355,0.14178003972012615,0.1574121751768687,0.17751896625614447,0.24739405275283322,0.2748391638847669,0.1504919098781597,0.13055628923484872,0.13969227691527278,0.2566435103363184,0.1355155826921817,0.3300191038119736,0.22191129936092663,0.1571040343693241,0.14597902486579534,0.17346097859584167,0.17577191332609757,0.24964662984984826,0.28719851755168746,0.20993635162361693,0.1396038053764296,0.14018351762017275,0.14874982484580906,0.21949613076842012,0.23790489853059896,0.16696969518483487,0.15703159211529236,0.14950667755709376,0.1766491430856563,0.3845806551091397,0.30959252282672833,0.21934261283893833,0.15387952675261155,0.1404157740981965,0.15255456327139635,0.1933639277058163,0.3988510602199723
635,0.11997501804305341,,0.16533445965859805,0.11509680842820406,0.10498075490758658,0.11680934344695962,0.13618475659229795,0.19606812180398941,0.2407980002160014,0.11841627430869531,0.09684920045667544,0.10353066674378271,0.2052846339362465,0.09886871632786687,0.271676207646024,0.18615427098781728,0.1222185839807535,0.10814001616785776,0.1301601789552988,0.1333450949476563,0.19882212032383806,0.2528576500786973,0.17024063030360473,0.10445091698668574,0.10303425253974517,0.10887196029789444,0.17094858522121273,0.20102720273476135,0.13162584712377973,0.11706663222103299,0.11118310462327224,0.13083062741091153,0.32093574375598655,0.27555591101372784,0.17865042950206297,0.11701055978002664,0.10285588148662393,0.1139016146968516,0.14527660743254375,0.3410741910601217
636,0.08571299345425978,,0.13518047050776605,0.08609900666684435,0.07510240005622455,0.08344443356912412,0.10122378936365219,0.15081220457541925,0.20997402792508352,0.09128037365683322,0.06973917592961433,0.07361337631144468,0.15988266140273086,0.06954385309895902,0.2178087531183669,0.15446709684232868,0.09249637491717073,0.07757106820193564,0.0934638842024707,0.09791274201806388,0.1530364864895654,0.22235542017415139,0.13600704634669702,0.07725425637617021,0.07391197786995549,0.07632720261980813,0.12648856377868747,0.16665933350196493,0.10258079593412447,0.08449279128912118,0.07914455904896651,0.09617627677523202,0.2646686794584128,0.24193513982991754,0.14374568771384244,0.08692555342104068,0.07027613219312864,0.07999761761444506,0.10388668322740562,0.2848971931936029
637,0.0592013817215259,,0.10944582474160877,0.06255982491628431,0.05163109792901633,0.057108119126191556,0.07237433025557195,0.11225485216464584,0.1819606287997664,0.06945595997935616,0.0481856189746752,0.04993329485313527,0.12100965915482415,0.04650017780524663,0.1690743778036284,0.1270699196121766,0.06797122399661576,0.053277026166488065,0.06467373295788599,0.06891054617998231,0.11384983967065948,0.19466585615017978,0.10774494909258223,0.05466763777701974,0.04981789893127593,0.051101866837204225,0.09136266221220847,0.13716308724215873,0.0766693746950353,0.05828265727298047,0.054716098074210344,0.06466045047811925,0.2134186736849603,0.21280392701913586,0.11258318352002937,0.06167165976262921,0.04658217595889148,0.052777021159361684,0.07141325412502474,0.22944045008851596
638,0.039212089057798466,,0.08774917518421899,0.04402591403216417,0.033745972530791396,0.03707460744115765,0.049298078579250094,0.08060017741140495,0.15677694536001666,0.05162896360367828,0.03180049611585891,0.03245283275086941,0.08901649191872953,0.02954813746843832,0.12640523134294274,0.1035320870694504,0.04817426501046969,0.034686653136388516,0.042410011370719536,0.045636868080172935,0.0814320830360251,0.1697008287573713,0.08183901328250673,0.03723132573637301,0.032546233521256,0.031404859048768365,0.06218903170033164,0.11334853624950503,0.05326529374735925,0.04022894692335697,0.037586044119153596,0.04118485466716307,0.1679331144660631,0.1870496471323819,0.08586590710743806,0.04131047005283518,0.028906818313159197,0.03275070479116751,0.046245440417287786,0.17791479990898385
639,0.02425055447221014,,0.06936250689785085,0.029837154488145654,0.021037634669637432,0.02271833923949374,0.03162085896463289,0.055881708878075365,0.13519082507302002,0.03712871507146501,0.020206136750024646,0.02017515514723398,0.06296315182520999,0.017804376903909885,0.09046696972758891,0.08384735792698761,0.03276227624042204,0.02159246610509921,0.025659653624222827,0.028325304786866463,0.05478437393990146,0.1473140424999324,0.06139269296326419,0.02450947000484168,0.01985003929029302,0.0179885394684347,0.038582349624099226,0.09188083657569944,0.036002677910549515,0.025705140107359907,0.025866834219871356,0.023051059025739992,0.12806682655852036,0.1637856377920211,0.06438266977534102,0.026220577941859682,0.01608372475442071,0.01832636700194925,0.024911291236776663,0.13622037862314335
640,0.037679862132263056,,0.08180286055530425,0.06031599181200307,0.051126782642380755,0.047607459810137503,0.05135747240384168,0.10049501291755583,0.11326556560242526,0.07337333494050644,0.0524755116549183,0.04589472056919447,0.028570365065715225,0.10533918836437418,0.1490266356110233,0.07097771372799105,0.059778196196789785,0.048573748100546967,0.03604925690282425,0.09516057535520078,0.14447401263485915,0.11549162785090603,0.04403622620548546,0.046831460626564334,0.04378525597413517,0.07607500094748243,0.09534337946060449,0.06927408099316998,0.05266830238922454,0.044973719244159376,0.05026770007297002,0.09607769031048878,0.11230248616082061,0.08010335121033069,0.039266189900793336,0.036912857026034446,0.04327890882595891,0.05000458621390501,0.10039350679618647,0.2224765631268904
641,0.055624303170444964,,0.11191961545652808,0.0877747679930604,0.07396060020929507,0.06827281425521388,0.07217283782337541,0.12418141231340414,0.14996849940536885,0.10310060216568663,0.0760943063108714,0.06680546165205867,0.04197329504509272,0.13611819936182462,0.17303910371499273,0.09803618259642816,0.08625872910285359,0.07052260961955463,0.05482901643619396,0.12512271788506585,0.16953472518617144,0.1509578040507653,0.0651098858767341,0.07038595123122626,0.06493055515613462,0.10025020998233425,0.11718858019530695,0.09723647984472966,0.07718615918293144,0.06532565090714844,0.07435910125114054,0.12388834323285604,0.1337596380672064,0.10871857534170215,0.059149129924309776,0.056822768903665534,0.06370015555764934,0.07206015597033093,0.1249953810686789,0.24283824884465968
642,0.08040676153714883,,0.14904686071422735,0.1220754219016932,0.10285396573143578,0.09461844405875,0.09768148637522378,0.15144927950067877,0.19368603227975933,0.13967847754399995,0.1065594090969699,0.09340687587871124,0.05943833015430291,0.17234509259851624,0.1998784917227169,0.13205861253179468,0.11966391365968093,0.09761013058533333,0.07923896172136917,0.15895947821552492,0.19828027356031883,0.19304911621177118,0.09174114385343457,0.09971941053156093,0.09260580053313533,0.12999477785952185,0.14431563467524106,0.12867967210454012,0.10979928435076237,0.09162187768502504,0.1032068528271531,0.15673730471708047,0.1582852255021026,0.14386875831303403,0.08592338219897855,0.08429286340082891,0.09158720886217911,0.09819784955714528,0.1526794607766748,0.27046962106786276
643,0.11078973934674213,,0.1929372828653594,0.16365916731556687,0.13834236971382047,0.12702019967028494,0.12814917499092277,0.18238054117332636,0.24282077228857443,0.1834133340929374,0.1436129525463788,0.12633514078536284,0.08210445518761506,0.2144154220969973,0.2316570184431549,0.17308557291583823,0.15888612306779384,0.1316408345350065,0.10907153062498447,0.19821382527471051,0.22961660976079645,0.24230596571130333,0.12489566157355456,0.13588298300015386,0.12426095059622691,0.1644719776142981,0.1734033493428149,0.16835524728718487,0.14947393693912958,0.12398578870175164,0.13862289429549973,0.19083071810096455,0.18503535903364476,0.1843475263932316,0.11868467877939834,0.117461034462263,0.12313192163292863,0.13207967421424674,0.18224315272985536,0.29948110244583165
644,0.1459285173999164,,0.24334900445773766,0.21211544812746486,0.1808272316535355,0.1655513387895564,0.16407990999894648,0.21713298245064783,0.2971976082839121,0.23311024432224672,0.187240514707257,0.1657553360715077,0.10997938477521496,0.2615260030610249,0.26548902213821907,0.22082546774285775,0.2049528484810302,0.17297127030165801,0.14552183454683548,0.24376920414549966,0.26509348943491134,0.2976666395946376,0.16509277549543047,0.17913970013765054,0.16332642867137212,0.20289994392753008,0.2068436879008611,0.2144919229401149,0.19385525516144758,0.1616225163605128,0.1811131532336813,0.23061311205829127,0.21469478576866588,0.23094980714877403,0.15656487343387177,0.1558525173429749,0.159973827499995,0.17279713146754463,0.21811990217865704,0.33196018131002036
645,0.1875074579649639,,0.2997861552993807,0.26681486908902013,0.23069146878484148,0.21031976841744857,0.20502512969140455,0.25569871308333675,0.3560780912659635,0.2880553870294327,0.23779128201493815,0.2124635827417464,0.14291370468849493,0.3136661265351601,0.29972690568775207,0.2740019588835127,0.25957130943239565,0.220683377242764,0.18901538708816304,0.29342373879760875,0.30390782571576774,0.3537642566276741,0.2106017045013287,0.22919831500687696,0.21046444831779465,0.24771056105305164,0.24453507954125453,0.26378164417941896,0.24558448145735304,0.21033562933918615,0.23000263464555515,0.27286330437802814,0.24717614290624917,0.28141116832928204,0.201512834960041,0.20167793216153984,0.20642388467710412,0.21472851789817607,0.2580847245885097,0.36720279524439314
646,0.23625369706413987,,0.36101581778209363,0.32773148987233425,0.28676134461322383,0.26189439736604236,0.2507471606824021,0.2981784909190565,0.4185809800363346,0.34837762789929844,0.29465167102140216,0.26457387366700125,0.18241424197094758,0.3695586105477042,0.3384509528747987,0.33167864019901444,0.3190672022004404,0.27437505990988,0.2383273567668471,0.34823296387699665,0.3457836725161402,0.4131927994519701,0.26323569318151113,0.28706951362719174,0.26458924422164964,0.2992656208873582,0.2858271975166372,0.32039110695542344,0.3035743217462862,0.26377067835877016,0.28420130226165125,0.32479650675034166,0.28271919172859744,0.3368500254537049,0.2538292056631818,0.2525859170908629,0.2589162603127959,0.26132482212114116,0.3023670427080196,0.4054259483885126
647,0.2907731963434076,,0.42648109661693,0.3941452611092607,0.3483235835092753,0.31953930020725935,0.3013145585597562,0.3440467311433772,0.4845041122217536,0.41314878264831595,0.3563877350622428,0.3222009082249046,0.2272944051466844,0.4295160084379947,0.3803517117301692,0.3938130411129711,0.3822429029037211,0.33217649639728847,0.29459040458548236,0.40650033773322364,0.392407851059534,0.4785513950472629,0.32211381297975106,0.34396431049577053,0.3233372222700121,0.35515592126364115,0.33103784474940706,0.38373319811728307,0.36653676317675044,0.32052256770255694,0.3438538329019387,0.37773829646112794,0.32202904845159047,0.3946438062299493,0.3101698626106994,0.30975464812000714,0.3151398756673143,0.31658458484680735,0.3500165338161182,0.4450349499863926
648,0.35148889157829744,,0.49482416728098605,0.4645603140784911,0.4146864805278162,0.38148743457130097,0.35610516599076114,0.39329312951568574,0.552140608307432,0.4796100100329025,0.42240098666629694,0.38538643225438,0.27759933492240146,0.49373447399525694,0.4254252186256305,0.4592908282927961,0.44822696430867237,0.3973213031984258,0.3571360389538247,0.4679004905788006,0.44236651042370273,0.544466453561036,0.3830772236448041,0.4097053267173103,0.38500240585830114,0.4149670764821203,0.37926725144573165,0.44966009695931614,0.43540478644874187,0.3841964691873424,0.4092402142485005,0.4331194429062617,0.3641352534760335,0.4509976262578355,0.371147393648326,0.3740304905029031,0.376317579844728,0.3741787834546252,0.39976243636742037,0.48709230079661275
649,0.41613214044611585,,0.5638932822982753,0.536212614416759,0.4842231371406574,0.4472111503325849,0.41412559194241,0.4459367555538365,0.6184846107146191,0.5467109118925549,0.4909215478820334,0.4521275697714919,0.33366850472792275,0.5599244341634225,0.47321768465382874,0.5254851564380851,0.51702047914161,0.46737273322403494,0.42166839910648013,0.5319177884080457,0.4906269152276058,0.6081575263875761,0.4461374182872986,0.48029356306507964,0.45130750248878215,0.4742023580372727,0.4340822003192011,0.5164782096277623,0.5001791177138816,0.45112462628283745,0.46746253472102006,0.49356976144605896,0.4096190120548816,0.5104194614809671,0.4360071033373626,0.4419131602444167,0.44201505052382756,0.4348416480963874,0.45430816708227584,0.5286642090279496
650,0.4834386609128287,,0.6321078018584759,0.607664449530422,0.5556615512122751,0.5154578676331789,0.4745855234344437,0.5010940364666415,0.6834273680504518,0.614015813505569,0.5602955052190284,0.520249063696043,0.39408726547560957,0.6253701615924006,0.5228300790030133,0.5920997340567479,0.5885983318184493,0.5378033950714686,0.4897992839084487,0.5963734284012724,0.5416135974408025,0.6727311592114416,0.5125920269332346,0.5504691467921382,0.5218005199596015,0.535117260311268,0.49094237073919106,0.5818403866289122,0.5728530765367743,0.5175209760400221,0.5374624178564054,0.5521571766648896,0.4581709719471564,0.5715636994224483,0.5021444408182424,0.5102402750620401,0.506976327432106,0.4979732262186389,0.5081188833929816,0.5708967327708976
651,0.5503452063452997,,0.6979474823648488,0.6770120482222366,0.6270208644560837,0.5845361417548398,0.5356006884189821,0.5571959767793196,0.7432519877677172,0.6772302273093388,0.6289895053274296,0.5890088855574392,0.4572676070675974,0.6897985559388929,0.5741504079260725,0.6577605943550424,0.6546693592293836,0.6085315270698615,0.5598069060823829,0.6594219942621652,0.5940854575698791,0.7303371129872165,0.5767000821876569,0.6197175520291898,0.5866613659566682,0.6029638037984351,0.5445648453589006,0.6474279407088573,0.6427017311301456,0.5889057969769768,0.6072449404264104,0.6145805425463097,0.5083666024114396,0.6284174486211892,0.5665861919628407,0.5766193893869688,0.5751311360302002,0.5604282340147999,0.5633072212629241,0.6143098295689743
652,0.616632517482022,,0.7583374815713636,0.7422215946042567,0.69614639060576,0.6530107792176367,0.5958554342792325,0.6128403512693029,0.7978430862819923,0.735906394440499,0.6949567154454044,0.655906516191193,0.5220207823109148,0.7525122015814814,0.6262844435157171,0.7201763492989638,0.7202896759844771,0.6778043414927901,0.6301828217397177,0.7203401486560408,0.6470074610773437,0.7824667499775672,0.6414627414931915,0.6844957822944991,0.6487550307929008,0.668605811803522,0.6011339373554606,0.7132096675744206,0.7051490764332422,0.6607784594062854,0.6727597537622371,0.6758336157264032,0.5590493908030157,0.6814936233135628,0.6284892539137396,0.6424753618826596,0.6411739384498795,0.6240534185154285,0.6187606269062804,0.661208489142112
653,0.6828573042471949,,0.8136213057770546,0.802209850856659,0.7607125677781588,0.718604866048186,0.6539443539550193,0.6677218156861496,0.8456643179152917,0.7890869766532354,0.7555195011881346,0.7195244655356301,0.5864955512818253,0.8097400210040091,0.6769229207332682,0.7760108769498578,0.7804675605109896,0.7394980596979628,0.6980575576808632,0.7781829415663484,0.6987482716674441,0.8288119719611168,0.7071751334515497,0.7428699325281993,0.7115254629876739,0.7246865234908781,0.6589252528124085,0.769744728576331,0.7611681571949019,0.7212928219502149,0.7386577304967572,0.7293333595664959,0.6111219882796178,0.7304931613354511,0.69002664912137,0.7034905675974267,0.7034275703021902,0.6842747500798181,0.6734434027488394,0.70493567969262
654,0.7396241790974397,,0.8610921468168004,0.8541477580368648,0.8183759381210937,0.7790994605809599,0.7080276474644529,0.7214857268796016,0.8862263697905377,0.8340730661520739,0.8085245550346015,0.7769677515727433,0.6493029622051552,0.8594577664496287,0.7263408222037777,0.8228216772261401,0.8319229658755571,0.7976013867808914,0.76190228510311,0.8312782215751128,0.7480725143098316,0.8669293192215393,0.7625153221361977,0.7970385095465184,0.7707657776017974,0.778920990487459,0.7099241936478794,0.8193761382001284,0.8148117347361817,0.7800381375327969,0.7979496296779331,0.7805353606945944,0.6632721354136596,0.7718846413859283,0.746503114335092,0.7593258560987284,0.7600193739874205,0.7391605457552277,0.7237517715742197,0.7488376756260439
655,0.7919743161823984,,0.8986664143271901,0.8957979683559997,0.8674122642568244,0.8319102589761213,0.7569297458136296,0.7713700152038172,0.9188975763252136,0.8691826966610898,0.8527600274743511,0.826113559123017,0.7095540585957514,0.901573298856951,0.7735953264711051,0.862374658086099,0.8734992517868414,0.8461163853782097,0.8185314055038214,0.8763260209669596,0.794125393134443,0.8971597686798682,0.8084306289969528,0.8442160700740334,0.8200709025691383,0.8245334283089731,0.7582880062003534,0.8616952416490922,0.8631520897847332,0.83323551141903,0.8477745800788996,0.829797723443739,0.7096310621552985,0.8056050509201192,0.7936401285534318,0.8084954822843208,0.8097625358455857,0.7853206724965145,0.7700158043141689,0.7904221723639441
656,0.836232816683677,,0.9259561092872298,0.9270395891735841,0.9067985373219263,0.8757833870844113,0.7994249529971541,0.8157116264509614,0.9408850605679312,0.893985801276541,0.8866515292616832,0.8663654661563525,0.7651475255375132,0.9348822546415326,0.8172297912335157,0.8949612030451524,0.9045140705963309,0.8859790526316064,0.8640126596290738,0.912810550355796,0.8337846989983062,0.9175073874106277,0.8488841402146136,0.8810190538004632,0.857226317916649,0.8621649919930149,0.8004698789842841,0.8948511128932277,0.8996637471254487,0.8766471567200778,0.8880224854167071,0.8712669112566784,0.7570506241033907,0.8355641962964835,0.8340236032610666,0.8483528697102,0.8512914431714346,0.8264410535889083,0.8112299932979629,0.8272546575859685
657,0.8708763205809776,,0.9425267023329046,0.946941640743386,0.9354326354961278,0.910028879450842,0.8328419037618214,0.853637639943496,0.9511428680438833,0.9080820220008435,0.9101621435197733,0.8955781292975163,0.8137202460688511,0.957625902393514,0.8559644995054109,0.9141189618557052,0.9248502999787072,0.9154738674720828,0.9029997580416533,0.9402060124408823,0.8697036690510735,0.9303638761697831,0.8769422899506312,0.9041084109254232,0.8863345389393283,0.8927891894152514,0.8388167456783258,0.91676943129759,0.9246816152348706,0.9083172847204385,0.9181792751471336,0.89964320529925,0.8008154376526642,0.8540258226010553,0.8649370803536998,0.8778066559671891,0.8788763074399472,0.8582195049138341,0.8430784539012243,0.861761201881041
658,0.8939713139729034,,0.9479232474110073,0.9544136466507676,0.9510835114345195,0.9328326909814505,0.8570712539124333,0.8835752640810209,0.9522768262189337,0.9113594525445307,0.9217027508573491,0.9135500078851715,0.853944182816528,0.9698665631044453,0.888638542228673,0.9235713729743628,0.9326196845423522,0.9321359088734762,0.9315951789812829,0.9565550509458453,0.895203932131154,0.9325609596325501,0.8932450656276117,0.9149795201560837,0.9056615052791704,0.9107754837771017,0.8687494344378079,0.9298437082612729,0.9333302298568797,0.9254250402613634,0.93712552776436,0.9190885789204762,0.8417689304341254,0.8631069248623027,0.8836790602211796,0.8949026039468368,0.8989505160623044,0.8773389189680677,0.8684551372417441,0.8934719909509874
659,0.9043111785989699,,0.9425497775893371,0.9493677543959335,0.9537370692030687,0.942578306629407,0.8710962585933272,0.9047505090035173,0.944291290315307,0.9036883653729196,0.9203462225820567,0.9202201016490893,0.8848340746155513,0.9686601316664987,0.914501363455211,0.9239028108539791,0.9311571401043588,0.9360572727753415,0.9464820431918932,0.9607745702650545,0.9123545325625276,0.9265508481094991,0.899098460838126,0.9160658553066813,0.9118847821088425,0.918474255730254,0.8889238264273412,0.932588815129181,0.9296483881763415,0.9343588825582191,0.9435579668429335,0.9293792576344203,0.8766906720305706,0.8636590274620576,0.892877873467119,0.8990186690609446,0.9067337663390711,0.8888892009309278,0.8838786435083344,0.9167974929910735
660,0.9038796348035899,,0.925657431629307,0.9323593465616057,0.9435007338498508,0.9403550619030656,0.8733210365130532,0.9169304547098123,0.9270297735127794,0.8835553036331256,0.906828271752129,0.9137031838179825,0.904500723264141,0.9547439675189113,0.933019233193748,0.9130768409116686,0.9171933269174254,0.927604401279585,0.94853653573138,0.9539892167608864,0.9215273744795073,0.9124696915954869,0.8976275594846922,0.9032837246677321,0.9041517784371077,0.9150827486554364,0.8989956044452785,0.9228882047606171,0.9193672543560988,0.9320121830823046,0.9360693104436884,0.9308420004455067,0.9003048976893979,0.8560107742090941,0.8919400155497867,0.8911122005900391,0.901714955020614,0.8876677738139643,0.8898753402079823,0.93132766108907
661,0.8910166664058264,,0.8985235704896298,0.9037259218066588,0.9208458903759604,0.9248619722769404,0.8644318729340625,0.9185319220088876,0.9017290974370127,0.8531556683453283,0.8807885213189185,0.8939456002265911,0.9119546900980995,0.9287525082371867,0.9419751023189975,0.8912412715241705,0.8911787521163271,0.907291222227441,0.9380697271079613,0.9377767560399407,0.9203386165038916,0.8873033701772851,0.8858371210592058,0.8820272472712734,0.8866905640622332,0.8996061576622154,0.8978024911832098,0.905578419267707,0.9003285606973093,0.9141152379641478,0.9166200383900558,0.9219564129028226,0.9184973632882635,0.8401172684008731,0.8797340317692417,0.8721746443633118,0.8839368417766501,0.8757266452059884,0.8839714551719512,0.9423503306940432
662,0.8670355772836753,,0.8624700406596356,0.8645324534945087,0.8862874223644757,0.8968659796492205,0.845958445656154,0.9091840171149845,0.8692204547124351,0.8146931235187858,0.8429432661035406,0.8627600566288486,0.908018976879122,0.8913483407449821,0.9401376436703229,0.8592118164538655,0.8545806766890406,0.8741452987795947,0.9146450562134211,0.9096934334706469,0.9092567573271516,0.855435722107636,0.8621872928717798,0.8463888567359332,0.8600673859529859,0.872730489149114,0.8877609025497902,0.8766236942017203,0.8664215629749514,0.8850505076948961,0.8889675073073725,0.8990024017809627,0.9257879551776974,0.8172760464687356,0.8554892258682759,0.8430413001962969,0.8562256845553234,0.8508583388280676,0.8679515572756256,0.9458648067250591
663,0.8313623161781348,,0.8186662387321193,0.8159450022559664,0.8405447041933015,0.8574648336324621,0.8165630787197298,0.8894946085328324,0.8298557985176184,0.7683553330217636,0.797189775785024,0.8211458841146255,0.8918335811089197,0.8444262860687383,0.9291178026560736,0.8204970221584478,0.8093412357486495,0.8315702747894135,0.8792858663963783,0.8698364320134847,0.8879122605916617,0.8177689846203068,0.8285981075376665,0.7984688920240147,0.8173116410454997,0.8345172813724533,0.866736676481732,0.838044195890499,0.8199430896178908,0.8441233578996807,0.8486464330660092,0.8644329658956585,0.9292946208651724,0.7874488228670129,0.8233000488406944,0.803147683486722,0.8187789514043875,0.8170006523025002,0.8442610265392639,0.9413928903897286
664,0.7874008582307775,,0.7680283055256628,0.7596636546478504,0.7862483296692249,0.8080813819381377,0.7770337068547444,0.8596625379003316,0.7857928388931669,0.7151626468086428,0.7436827888917336,0.7696355080718998,0.8642412695426221,0.788230884323822,0.9087544395870604,0.7749614679638647,0.7583324954973095,0.780684570382259,0.8332567677027279,0.8224296980954229,0.8588555147121985,0.7778735317103068,0.7856171340073858,0.7446828585937769,0.7693451059302303,0.785806435801448,0.8316476700685059,0.7933497737110229,0.7666717365831821,0.7912594218545969,0.7965849616698998,0.8225394226644177,0.9198954817503617,0.7544616550979981,0.7829262418056346,0.7555135481921458,0.7659154096372799,0.7741514632802524,0.8068436978966625,0.9273043412543412
665,0.734408217924282,,0.7113202347923464,0.6978545990827355,0.7242451226879182,0.7502125441613025,0.72959646813795,0.8198598796909763,0.7371195407225123,0.6572788388761636,0.6824267963830394,0.7118867453883093,0.826136679947473,0.7253191206337942,0.8782949797268489,0.7226951156087681,0.6989151797648756,0.7219518778613571,0.7790510964437686,0.7686817360122462,0.819988174840953,0.7325763973813624,0.73453582236827,0.6876582898115405,0.7084289152516261,0.7297549631273161,0.7876745283455777,0.7434924429648088,0.7095504495073434,0.7327350864830069,0.7393369900796012,0.7690105350027722,0.8955537131429072,0.7176954514898887,0.7358071531043195,0.7000145624548468,0.7066841289526057,0.7200820576098489,0.761997256848014,0.9055823245271687
666,0.6730563078348466,,0.6519492919878882,0.6326584838324584,0.6573397156934586,0.6853049640407782,0.6753100681622896,0.7717367443105237,0.6858397163716574,0.5959121586976946,0.6166541604313621,0.6477061045355547,0.7788887151756216,0.6573322144920415,0.8388603554794841,0.6684247188778192,0.637519277671922,0.6575328966651294,0.714227097493837,0.7065083104396502,0.7715471821512822,0.6834749747764042,0.6801476168695514,0.6278590623994021,0.6436040510924255,0.6688224323219805,0.7379869482301183,0.6885248434193891,0.6488289056094328,0.6701865831877841,0.6745577085158265,0.7119519628789364,0.8641664993905553,0.6744102597717023,0.6806018974573205,0.638413328068959,0.6446336272744024,0.6589837695454646,0.7117922029612895,0.8740582383490021
667,0.6086404483164437,,0.5941800029563323,0.5655349227550814,0.5872092984171697,0.6161810438442433,0.6157984416471628,0.716680818239057,0.6325357391158818,0.5342108062619991,0.5494433028244935,0.5789416932415947,0.7236494896972888,0.5855385417632457,0.7918795010622676,0.6122635200911375,0.572165838456264,0.588897740888987,0.6462729033588097,0.6413845416122624,0.7160615797752726,0.6321587174916639,0.624509856000426,0.5652457360372054,0.5754849397147502,0.601387820375784,0.6842481590940857,0.6297454698774237,0.5881103547975778,0.6021984129373068,0.6032098760172695,0.6446416176942373,0.8293120216313986,0.6297276237487307,0.6259205215943577,0.5755580234377569,0.5782493193913009,0.5976894030944525,0.652664303680144,0.8390671890745488
668,0.5398895192527124,,0.5322164728156082,0.4978018388384737,0.5152591716280275,0.5453836118171107,0.5529758048113788,0.6561001961340814,0.578411537312785,0.4734388975342999,0.4812361964432098,0.508765518936926,0.6616514627438469,0.5121949593103946,0.7383013786006332,0.5544201107267406,0.5033955415303236,0.5171777014315458,0.5764029393594211,0.5698234693150379,0.6564609439151567,0.5791461776139883,0.5647956496385369,0.49839712895928195,0.5055496802891244,0.5340286869666114,0.6249798670346012,0.5721459615136679,0.5240180248362201,0.5327341302073569,0.532564636108512,0.5762677015038279,0.7861787515234039,0.5846650981404032,0.5710331221820719,0.5106242784246855,0.5094317349541838,0.5303124231150023,0.5906392219881048,0.7966012403870099
